 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min, Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min, Fwd PSH Flags, Fwd URG Flags, Fwd Header Length, Bwd Header Length, Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward, Active Mean, Active Std, Active Max, Active Min, Idle Mean, Idle Std, Idle Max, Idle Min, Label
993,67083539,52,21,39312,8820,333,34,756.0,294.264,887,18,420.0,53.426,717.493,1.088,918952.589,0,22731723,540,67083539,0,0,0,0,0,0,0,0,0,0,0,1040,420,0.775,0.313,59,906,97.439,1.554,143459.495,0,0,0,1,0,0,0,0,0.4,387.165,533.401,275.479,1040,52,39312,21,8820,8192,229,51,20,0,0,0,0,0,0,0,0,BENIGN
80,101215603,16,32,4720,19776,1368,24,295.0,351.467,308,24,618.0,244.941,242.018,0.474,2108658.396,0,36920259,551,101215603,0,0,0,0,0,0,0,0,0,0,0,320,640,0.158,0.316,49,1295,560.17,254.534,151919.878,0,0,0,1,0,0,0,0,2.0,120.702,621.368,878.349,320,16,4720,32,19776,-1,235,15,20,0,0,0,0,0,0,0,0,BENIGN
8080,9687894,8,20,3896,940,1328,8,487.0,178.749,1070,3,47.0,390.909,499.18,2.89,345996.214,0,9309873,4879,9687894,0,0,0,0,0,0,0,0,0,0,0,160,400,0.826,2.064,51,126,74.061,413.696,27636.434,0,0,0,1,0,0,0,0,2.5,581.326,332.487,324.691,160,8,3896,20,940,8192,229,7,20,0,0,0,0,0,0,0,0,BENIGN
443,108545667,37,34,3774,16864,98,32,102.0,107.223,806,4,496.0,381.808,190.132,0.654,1528812.211,0,36739890,733,108545667,0,0,0,0,0,0,0,0,0,0,0,740,680,0.341,0.313,37,290,384.12,256.043,147188.653,0,0,0,0,0,0,0,0,0.92,731.586,866.753,323.306,740,37,3774,34,16864,29200,-1,36,32,0,0,0,0,0,0,0,0,BENIGN
443,57891968,30,43,39150,41753,739,39,1305.0,75.966,865,10,971.0,113.033,1397.482,1.261,793040.658,0,13033074,626,57891968,0,0,0,0,0,0,0,0,0,0,0,600,860,0.518,0.743,47,1117,54.216,388.715,197559.436,0,0,0,1,0,0,0,0,1.43,213.009,689.769,760.672,600,30,39150,43,41753,29200,-1,29,20,0,0,0,0,0,0,0,0,BENIGN
3389,27600690,214,6,289542,7980,767,40,1353.0,65.459,1334,20,1330.0,396.587,10779.513,178.817,125457.682,0,10259186,862,27600690,0,0,0,0,0,0,0,0,0,0,0,4280,120,7.753,0.217,2,418,634.536,210.509,7346.183,0,0,0,1,0,0,0,0,0.03,131.762,172.333,708.625,4280,214,289542,6,7980,65535,65535,213,20,0,0,0,0,0,0,0,0,DDoS
123,63920167,58,8,15196,8968,554,32,262.0,155.563,764,16,1121.0,262.532,378.034,1.033,968487.379,0,62915631,1581,63920167,0,0,0,0,0,0,0,0,0,0,0,1160,160,0.907,0.125,45,629,852.969,490.276,109186.85,0,0,0,0,1,0,0,0,0.14,738.207,763.581,155.094,1160,58,15196,8,8968,-1,-1,57,20,0,0,0,0,0,0,0,0,BENIGN
8080,71305276,25,1,1450,216,128,13,58.0,355.608,1134,4,216.0,343.407,23.364,0.365,2742510.615,0,45425995,4584,71305276,0,0,0,0,0,0,0,0,0,0,0,500,20,0.351,0.014,56,1005,456.694,319.734,51430.058,0,0,0,0,0,0,0,0,0.04,818.984,369.045,129.456,500,25,1450,1,216,8192,229,24,32,0,0,0,0,0,0,0,0,BENIGN
80,78589453,59,40,85137,37600,1207,3,1443.0,344.68,386,25,940.0,260.761,1561.749,1.26,793832.859,0,32183958,3846,78589453,0,0,0,0,0,0,0,0,0,0,0,1180,800,0.751,0.509,44,1026,561.07,59.196,124492.665,0,0,0,0,1,0,0,0,0.68,641.772,727.982,804.718,1180,59,85137,40,37600,-1,65535,58,20,0,0,0,0,0,0,0,0,BENIGN
443,99536662,42,2,22512,464,41,2,536.0,186.614,863,15,232.0,376.467,230.83,0.442,2262196.864,0,29472826,362,99536662,0,0,0,0,0,0,0,0,0,0,0,840,40,0.422,0.02,59,1199,589.23,459.64,65738.758,0,0,0,1,0,0,0,0,0.05,55.671,691.124,129.282,840,42,22512,2,464,-1,229,41,20,0,0,0,0,0,0,0,0,BENIGN
123,21852975,40,32,28080,8192,821,0,702.0,28.855,100,35,256.0,259.302,1659.82,3.295,303513.542,0,2872885,4116,21852975,0,0,0,0,0,0,0,0,0,0,0,800,640,1.83,1.464,35,1329,567.014,395.91,134373.933,0,0,0,1,0,0,0,0,0.8,433.09,616.805,521.513,800,40,28080,32,8192,8192,-1,39,20,0,0,0,0,0,0,0,0,BENIGN
993,108924540,54,29,25218,8410,1371,13,467.0,268.692,266,39,290.0,390.582,308.727,0.762,1312343.855,0,73298443,4257,108924540,0,0,0,0,0,0,0,0,0,0,0,1080,580,0.496,0.266,22,1447,120.867,365.087,212432.464,0,0,0,0,0,0,0,0,0.54,356.125,300.342,695.682,1080,54,25218,29,8410,8192,65535,53,32,0,0,0,0,0,0,0,0,BENIGN
993,931994,6,4,774,1088,1458,38,129.0,85.553,829,29,272.0,393.492,1997.867,10.73,93199.4,0,640702,4706,931994,0,0,0,0,0,0,0,0,0,0,0,120,80,6.438,4.292,41,491,828.107,366.344,199138.081,0,0,0,0,0,0,0,0,0.67,656.337,66.334,625.542,120,6,774,4,1088,65535,-1,5,20,0,0,0,0,0,0,0,0,BENIGN
53,39374953,29,16,9106,8912,753,1,314.0,129.766,233,10,557.0,177.152,457.601,1.143,874998.956,0,31763550,2670,39374953,0,0,0,0,0,0,0,0,0,0,0,580,320,0.737,0.406,17,571,51.318,268.92,85178.201,0,0,0,1,1,0,0,0,0.55,41.489,703.063,245.354,580,29,9106,16,8912,29200,-1,28,20,0,0,0,0,0,0,0,0,BENIGN
3389,110788881,161,217,213164,158410,289,29,1324.0,64.446,1127,3,730.0,259.976,3353.893,54.422,293092.278,0,72263720,2006,110788881,0,0,0,0,0,0,0,0,0,0,0,3220,4340,1.453,1.959,60,894,841.0,259.414,194092.475,0,1,0,0,0,0,0,0,1.35,287.155,819.62,51.723,3220,161,213164,217,158410,29200,65535,160,20,0,0,0,0,0,0,0,0,PortScan
8080,82445861,44,10,63976,6220,548,21,1454.0,102.852,96,5,622.0,276.459,851.419,0.655,1526775.204,0,28080470,2125,82445861,0,0,0,0,0,0,0,0,0,0,0,880,200,0.534,0.121,39,1403,593.232,295.565,164028.974,0,0,0,1,0,0,0,0,0.23,301.354,94.989,97.544,880,44,63976,10,6220,-1,-1,43,32,0,0,0,0,0,0,0,0,BENIGN
21,74799420,58,252,79286,273420,961,11,1367.0,359.958,562,19,1085.0,157.913,4715.357,116.568,241288.452,0,23248967,3644,74799420,0,0,0,0,0,0,0,0,0,0,0,1160,5040,0.775,3.369,46,254,780.725,230.316,80672.979,0,1,0,0,1,0,0,0,4.34,131.655,219.63,341.648,1160,58,79286,252,273420,29200,235,57,20,0,0,0,0,0,0,0,0,Bot
22,12010559,81,300,54918,418200,334,30,678.0,38.841,157,24,1394.0,101.576,39391.838,380.532,31523.777,0,1492253,4666,12010559,0,0,0,0,0,0,0,0,0,0,0,1620,6000,6.744,24.978,37,517,93.367,147.942,67081.682,0,0,0,1,1,0,0,0,3.7,506.276,191.642,357.664,1620,81,54918,300,418200,29200,235,80,32,0,0,0,0,0,0,0,0,PortScan
8080,14961570,56,15,21224,9360,101,14,379.0,259.445,488,24,624.0,341.255,2044.17,4.745,210726.338,0,4041214,3864,14961570,0,0,0,0,0,0,0,0,0,0,0,1120,300,3.743,1.003,16,75,83.491,331.818,209106.243,0,0,0,1,0,0,0,0,0.27,65.278,416.976,139.626,1120,56,21224,15,9360,65535,65535,55,20,0,0,0,0,0,0,0,0,BENIGN
8080,65090544,31,11,15872,10032,164,7,512.0,76.316,584,23,912.0,177.567,397.969,0.645,1549774.857,0,16044387,2773,65090544,0,0,0,0,0,0,0,0,0,0,0,620,220,0.476,0.169,35,177,101.505,111.202,186055.474,0,0,0,0,1,0,0,0,0.35,91.515,411.395,88.134,620,31,15872,11,10032,8192,235,30,20,0,0,0,0,0,0,0,0,BENIGN
445,64068799,136,239,133688,73851,1332,20,983.0,39.173,614,23,309.0,27.258,3239.315,28.262,170850.131,0,47209322,3890,64068799,0,0,0,0,0,0,0,0,0,0,0,2720,4780,2.123,3.73,30,586,194.777,5.44,163242.887,0,1,0,1,0,0,0,0,1.76,630.747,67.708,597.649,2720,136,133688,239,73851,65535,229,135,32,0,0,0,0,0,0,0,0,PortScan
993,119047533,21,47,2625,37271,1372,11,125.0,279.906,72,38,793.0,183.394,335.127,0.571,1750699.015,0,97143270,671,119047533,0,0,0,0,0,0,0,0,0,0,0,420,940,0.176,0.395,28,504,771.078,142.586,243863.572,0,0,0,1,0,0,0,0,2.24,684.079,541.641,847.92,420,21,2625,47,37271,65535,-1,20,20,0,0,0,0,0,0,0,0,BENIGN
445,64989544,120,33,122040,26565,1417,13,1017.0,248.488,483,12,805.0,333.568,2286.599,50.481,424768.261,0,13549829,2538,64989544,0,0,0,0,0,0,0,0,0,0,0,2400,660,1.846,0.508,50,995,273.043,487.468,188948.11,0,1,0,1,0,0,0,0,0.28,395.228,649.68,528.984,2400,120,122040,33,26565,8192,229,119,20,0,0,0,0,0,0,0,0,PortScan
123,34607670,39,29,39468,34510,831,8,1012.0,104.429,1191,7,1190.0,109.556,2137.619,1.965,508936.324,0,27919042,1221,34607670,0,0,0,0,0,0,0,0,0,0,0,780,580,1.127,0.838,58,340,898.69,67.631,80304.594,0,0,0,0,0,0,0,0,0.74,241.507,184.051,543.606,780,39,39468,29,34510,65535,65535,38,32,0,0,0,0,0,0,0,0,BENIGN
80,88812511,15,9,8850,7875,145,27,590.0,365.91,253,1,875.0,361.586,188.318,0.27,3700521.292,0,9467003,2367,88812511,0,0,0,0,0,0,0,0,0,0,0,300,180,0.169,0.101,48,418,788.588,210.043,132345.711,0,0,0,0,1,0,0,0,0.6,423.797,469.651,496.158,300,15,8850,9,7875,29200,229,14,32,0,0,0,0,0,0,0,0,BENIGN
23,34003823,293,195,120423,284115,883,23,411.0,382.521,567,4,1457.0,280.416,11896.839,550.378,69679.965,0,3830620,3864,34003823,0,0,0,0,0,0,0,0,0,0,0,5860,3900,8.617,5.735,13,1436,322.176,460.06,111224.229,0,1,0,1,0,0,0,0,0.67,864.3,715.694,240.3,5860,293,120423,195,284115,65535,-1,292,20,0,0,0,0,0,0,0,0,FTP-Patator
993,17975642,58,47,29928,37553,776,24,516.0,265.335,787,8,799.0,399.069,3754.024,5.841,171196.59,0,7212295,2179,17975642,0,0,0,0,0,0,0,0,0,0,0,1160,940,3.227,2.615,7,133,478.5,442.281,153995.623,0,0,0,1,0,0,0,0,0.81,540.823,850.446,536.185,1160,58,29928,47,37553,29200,235,57,32,0,0,0,0,0,0,0,0,BENIGN
993,108900043,31,44,2356,62700,369,25,76.0,147.883,1328,18,1425.0,334.216,597.392,0.689,1452000.573,0,86179413,1671,108900043,0,0,0,0,0,0,0,0,0,0,0,620,880,0.285,0.404,40,569,646.21,483.161,49075.746,0,0,0,1,1,0,0,0,1.42,180.531,95.669,431.234,620,31,2356,44,62700,-1,229,30,20,0,0,0,0,0,0,0,0,BENIGN
80,55332254,47,35,28059,3465,49,11,597.0,34.312,549,0,99.0,69.435,569.722,1.482,674783.585,0,11712882,2171,55332254,0,0,0,0,0,0,0,0,0,0,0,940,700,0.849,0.633,57,544,56.613,57.114,233651.994,0,0,0,0,0,0,0,0,0.74,444.089,103.08,340.084,940,47,28059,35,3465,29200,65535,46,32,0,0,0,0,0,0,0,0,BENIGN
53,44696502,4,5,2320,1860,227,4,580.0,249.621,578,8,372.0,316.696,93.52,0.201,4966278.0,0,22055546,2799,44696502,0,0,0,0,0,0,0,0,0,0,0,80,100,0.089,0.112,32,1067,161.316,302.588,247392.583,0,0,0,0,0,0,0,0,1.25,761.484,403.624,293.824,80,4,2320,5,1860,-1,229,3,32,0,0,0,0,0,0,0,0,BENIGN
443,107641842,31,6,5394,7440,431,28,174.0,321.605,513,39,1240.0,37.329,119.229,0.344,2909238.973,0,89047403,3865,107641842,0,0,0,0,0,0,0,0,0,0,0,620,120,0.288,0.056,36,951,158.859,96.361,145623.64,0,0,0,1,0,0,0,0,0.19,247.194,262.338,404.19,620,31,5394,6,7440,29200,-1,30,20,0,0,0,0,0,0,0,0,BENIGN
445,3155031,114,262,72390,123926,1298,12,635.0,360.73,459,19,473.0,398.136,62223.16,3135.743,8391.04,0,1093819,1075,3155031,0,0,0,0,0,0,0,0,0,0,0,2280,5240,36.133,83.042,10,187,234.628,385.662,206747.861,0,0,0,1,1,0,0,0,2.3,311.291,660.223,87.865,2280,114,72390,262,123926,29200,-1,113,32,0,0,0,0,0,0,0,0,DoS Hulk
8080,31721693,10,11,13290,5962,101,12,1329.0,128.232,1077,33,542.0,347.963,606.903,0.662,1510556.81,0,23010623,3903,31721693,0,0,0,0,0,0,0,0,0,0,0,200,220,0.315,0.347,33,696,706.868,53.108,17513.444,0,0,0,1,1,0,0,0,1.1,455.834,257.237,614.937,200,10,13290,11,5962,8192,65535,9,32,0,0,0,0,0,0,0,0,BENIGN
8080,95608108,27,49,21627,55615,684,39,801.0,20.421,973,5,1135.0,254.723,807.902,0.795,1258001.421,0,37391827,1089,95608108,0,0,0,0,0,0,0,0,0,0,0,540,980,0.282,0.513,2,1201,150.899,232.934,154836.483,0,0,0,0,1,0,0,0,1.81,773.083,608.054,333.087,540,27,21627,49,55615,-1,229,26,32,0,0,0,0,0,0,0,0,BENIGN
993,96082867,48,3,5040,1887,316,33,105.0,42.62,184,20,629.0,65.593,72.094,0.531,1883977.784,0,71384436,4945,96082867,0,0,0,0,0,0,0,0,0,0,0,960,60,0.5,0.031,53,892,185.437,86.842,191240.534,0,0,0,1,1,0,0,0,0.06,351.689,806.359,433.95,960,48,5040,3,1887,-1,-1,47,32,0,0,0,0,0,0,0,0,BENIGN
443,119688146,47,24,47376,12072,1277,18,1008.0,303.505,845,12,503.0,293.597,496.691,0.593,1685748.535,0,17399368,1586,119688146,0,0,0,0,0,0,0,0,0,0,0,940,480,0.393,0.201,58,1065,132.02,406.704,84712.714,0,0,0,0,0,0,0,0,0.51,259.435,443.525,891.889,940,47,47376,24,12072,8192,235,46,32,0,0,0,0,0,0,0,0,BENIGN
22,99957800,175,96,243250,86016,514,36,1390.0,137.523,560,38,896.0,15.744,3294.05,11.231,368847.97,0,5036221,2679,99957800,0,0,0,0,0,0,0,0,0,0,0,3500,1920,1.751,0.96,14,710,744.263,132.988,91459.655,0,1,0,1,1,0,0,0,0.55,365.289,134.808,235.343,3500,175,243250,96,86016,65535,229,174,20,0,0,0,0,0,0,0,0,SSH-Patator
445,20204389,158,129,169534,178407,668,8,1073.0,95.92,728,3,1383.0,138.111,17221.06,204.331,70398.568,0,5793456,2619,20204389,0,0,0,0,0,0,0,0,0,0,0,3160,2580,7.82,6.385,56,344,777.171,477.332,218285.236,0,1,0,1,0,0,0,0,0.82,853.703,444.388,437.141,3160,158,169534,129,178407,8192,235,157,32,0,0,0,0,0,0,0,0,PortScan
3389,15884380,168,13,15456,6565,178,31,92.0,296.442,446,29,505.0,256.03,1386.33,183.013,87759.006,0,5220085,3904,15884380,0,0,0,0,0,0,0,0,0,0,0,3360,260,10.576,0.818,24,694,589.224,443.519,144180.193,0,1,0,1,1,0,0,0,0.08,675.601,342.954,826.502,3360,168,15456,13,6565,-1,65535,167,32,0,0,0,0,0,0,0,0,DoS GoldenEye
22,89326744,117,106,54522,82892,1381,36,466.0,13.954,1250,36,782.0,172.945,1538.33,56.483,400568.359,0,17581231,3516,89326744,0,0,0,0,0,0,0,0,0,0,0,2340,2120,1.31,1.187,5,436,490.365,410.206,197217.235,0,1,0,0,0,0,0,0,0.91,228.347,799.475,893.498,2340,117,54522,106,82892,65535,229,116,32,0,0,0,0,0,0,0,0,SSH-Patator
123,55943918,13,20,8554,14260,422,31,658.0,218.747,1064,0,713.0,267.377,407.801,0.59,1695270.242,0,9613659,4955,55943918,0,0,0,0,0,0,0,0,0,0,0,260,400,0.232,0.358,24,1209,814.018,82.033,4386.924,0,0,0,1,0,0,0,0,1.54,85.939,87.665,474.222,260,13,8554,20,14260,8192,65535,12,20,0,0,0,0,0,0,0,0,BENIGN
8080,19284543,10,40,9370,4080,319,38,937.0,275.028,1277,17,102.0,93.512,697.45,2.593,385690.86,0,7262311,4204,19284543,0,0,0,0,0,0,0,0,0,0,0,200,800,0.519,2.074,40,1019,86.577,386.906,200671.396,0,0,0,0,0,0,0,0,4.0,503.167,239.592,746.847,200,10,9370,40,4080,8192,229,9,20,0,0,0,0,0,0,0,0,BENIGN
993,96842601,47,7,46342,8792,482,17,986.0,334.416,909,32,1256.0,21.023,569.316,0.558,1793381.5,0,232635,3625,96842601,0,0,0,0,0,0,0,0,0,0,0,940,140,0.485,0.072,55,236,786.957,448.842,139830.853,0,0,0,0,1,0,0,0,0.15,315.143,187.574,226.145,940,47,46342,7,8792,29200,65535,46,20,0,0,0,0,0,0,0,0,BENIGN
8080,30558306,11,26,8470,33956,660,19,770.0,64.771,487,28,1306.0,33.994,1388.362,1.211,825900.162,0,6480113,4831,30558306,0,0,0,0,0,0,0,0,0,0,0,220,520,0.36,0.851,20,314,473.922,91.799,119928.172,0,0,0,1,1,0,0,0,2.36,446.838,278.298,485.919,220,11,8470,26,33956,65535,229,10,20,0,0,0,0,0,0,0,0,BENIGN
445,47215021,360,196,65520,169736,727,22,182.0,281.985,842,9,866.0,186.116,4982.652,68.497,84919.103,0,38424657,4488,47215021,0,0,0,0,0,0,0,0,0,0,0,7200,3920,7.625,4.151,0,145,770.569,364.23,88618.076,0,1,0,1,1,0,0,0,0.54,572.988,174.564,601.061,7200,360,65520,196,169736,-1,229,359,32,0,0,0,0,0,0,0,0,SSH-Patator
443,106168437,21,37,25410,52799,736,10,1210.0,219.756,864,11,1427.0,114.262,736.65,0.546,1830490.293,0,18251475,219,106168437,0,0,0,0,0,0,0,0,0,0,0,420,740,0.198,0.349,39,721,733.636,220.407,68669.972,0,0,0,1,0,0,0,0,1.76,512.132,720.898,319.585,420,21,25410,37,52799,65535,-1,20,32,0,0,0,0,0,0,0,0,BENIGN
445,81834815,312,289,178776,21386,177,23,573.0,324.162,1326,34,74.0,4.799,2445.927,118.081,136164.418,0,44609724,2358,81834815,0,0,0,0,0,0,0,0,0,0,0,6240,5780,3.813,3.532,52,1073,177.793,344.981,5439.727,0,1,0,0,0,0,0,0,0.93,166.326,236.069,89.526,6240,312,178776,289,21386,29200,-1,311,20,0,0,0,0,0,0,0,0,PortScan
80,12024815,50,9,46400,3915,1057,24,928.0,168.89,1329,11,435.0,238.797,4184.264,4.907,203810.424,0,5061617,312,12024815,0,0,0,0,0,0,0,0,0,0,0,1000,180,4.158,0.748,5,174,177.987,19.506,81952.987,0,0,0,0,0,0,0,0,0.18,438.494,132.117,209.808,1000,50,46400,9,3915,29200,229,49,32,0,0,0,0,0,0,0,0,BENIGN
23,115024567,223,166,187320,145582,1029,1,840.0,397.957,398,10,877.0,71.96,2894.182,39.317,295692.974,0,20433638,2875,115024567,0,0,0,0,0,0,0,0,0,0,0,4460,3320,1.939,1.443,40,1401,90.684,265.106,170176.629,0,1,0,0,1,0,0,0,0.74,428.364,797.982,556.869,4460,223,187320,166,145582,29200,65535,222,20,0,0,0,0,0,0,0,0,Bot
445,105558409,288,264,95328,279048,360,0,331.0,200.125,1094,0,1057.0,337.787,3546.624,45.243,191229.002,0,48581301,3392,105558409,0,0,0,0,0,0,0,0,0,0,0,5760,5280,2.728,2.501,45,1430,202.585,190.262,165673.478,0,1,0,0,1,0,0,0,0.92,312.057,363.875,271.295,5760,288,95328,264,279048,8192,-1,287,32,0,0,0,0,0,0,0,0,DDoS
123,75141860,17,39,12393,14196,1158,31,729.0,380.822,209,31,364.0,372.084,353.851,0.745,1341818.929,0,6231613,1221,75141860,0,0,0,0,0,0,0,0,0,0,0,340,780,0.226,0.519,27,229,533.062,453.606,146630.595,0,0,0,0,1,0,0,0,2.29,115.049,708.29,128.495,340,17,12393,39,14196,29200,-1,16,32,0,0,0,0,0,0,0,0,BENIGN
993,97492574,52,16,10712,15344,794,6,206.0,14.274,652,13,959.0,26.015,267.261,0.697,1433714.324,0,34647352,2276,97492574,0,0,0,0,0,0,0,0,0,0,0,1040,320,0.533,0.164,50,818,216.896,253.956,125205.04,0,0,0,1,1,0,0,0,0.31,432.346,782.684,385.081,1040,52,10712,16,15344,65535,-1,51,20,0,0,0,0,0,0,0,0,BENIGN
123,19447569,52,43,33488,6407,1147,8,644.0,140.649,811,15,149.0,103.885,2051.413,4.885,204711.253,0,16991392,272,19447569,0,0,0,0,0,0,0,0,0,0,0,1040,860,2.674,2.211,28,1038,61.988,40.894,197770.504,0,0,0,0,0,0,0,0,0.83,439.519,443.365,658.079,1040,52,33488,43,6407,29200,235,51,20,0,0,0,0,0,0,0,0,BENIGN
443,86598669,53,48,15105,65328,1064,16,285.0,134.537,375,14,1361.0,189.557,928.802,1.166,857412.564,0,30042805,2049,86598669,0,0,0,0,0,0,0,0,0,0,0,1060,960,0.612,0.554,16,184,230.194,453.218,153215.752,0,0,0,1,0,0,0,0,0.91,498.344,775.157,421.447,1060,53,15105,48,65328,-1,65535,52,32,0,0,0,0,0,0,0,0,BENIGN
993,91535878,4,47,3300,24205,988,30,825.0,329.167,441,16,515.0,64.199,300.483,0.557,1794821.137,0,16070690,4539,91535878,0,0,0,0,0,0,0,0,0,0,0,80,940,0.044,0.513,20,889,804.917,457.467,224720.336,0,0,0,1,1,0,0,0,11.75,842.573,524.369,125.064,80,4,3300,47,24205,65535,235,3,20,0,0,0,0,0,0,0,0,BENIGN
8080,12797433,24,24,6456,7848,1232,18,269.0,386.726,828,36,327.0,218.993,1117.724,3.751,266613.188,0,5265616,234,12797433,0,0,0,0,0,0,0,0,0,0,0,480,480,1.875,1.875,20,478,434.139,478.384,113812.206,0,0,0,1,1,0,0,0,1.0,453.413,839.42,210.099,480,24,6456,24,7848,8192,235,23,20,0,0,0,0,0,0,0,0,BENIGN
80,40303069,19,45,10260,55845,901,0,540.0,83.854,185,13,1241.0,205.967,1640.198,1.588,629735.453,0,7929749,1943,40303069,0,0,0,0,0,0,0,0,0,0,0,380,900,0.471,1.117,42,286,628.443,463.336,248029.473,0,0,0,1,0,0,0,0,2.37,82.347,406.83,873.396,380,19,10260,45,55845,29200,-1,18,32,0,0,0,0,0,0,0,0,BENIGN
123,95311081,38,34,15580,2244,455,11,410.0,362.464,499,6,66.0,84.228,187.009,0.755,1323765.014,0,16324405,2190,95311081,0,0,0,0,0,0,0,0,0,0,0,760,680,0.399,0.357,37,1115,862.5,337.411,96038.18,0,0,0,0,0,0,0,0,0.89,553.043,640.005,405.033,760,38,15580,34,2244,29200,229,37,32,0,0,0,0,0,0,0,0,BENIGN
123,88828433,2,1,302,915,1128,24,151.0,64.45,788,35,915.0,53.359,13.701,0.034,29609477.667,0,49669489,2089,88828433,0,0,0,0,0,0,0,0,0,0,0,40,20,0.023,0.011,34,350,179.812,75.834,27599.31,0,0,0,0,0,0,0,0,0.5,305.985,527.714,122.619,40,2,302,1,915,65535,65535,1,32,0,0,0,0,0,0,0,0,BENIGN
443,2029169,47,3,24581,2715,524,0,523.0,96.765,771,15,905.0,309.44,13451.812,24.641,40583.38,0,1750770,3911,2029169,0,0,0,0,0,0,0,0,0,0,0,940,60,23.162,1.478,37,853,409.246,238.184,10392.705,0,0,0,1,0,0,0,0,0.06,889.502,245.402,72.348,940,47,24581,3,2715,8192,229,46,20,0,0,0,0,0,0,0,0,BENIGN
21,103881925,170,45,124610,61560,191,32,733.0,311.592,955,15,1368.0,274.449,1792.131,10.34,483171.744,0,23095409,2501,103881925,0,0,0,0,0,0,0,0,0,0,0,3400,900,1.636,0.433,27,724,841.103,53.082,128386.698,0,0,0,1,0,0,0,0,0.26,145.283,768.846,597.306,3400,170,124610,45,61560,8192,-1,169,32,0,0,0,0,0,0,0,0,FTP-Patator
23,6411868,53,266,22843,288610,1411,13,431.0,173.32,1394,29,1085.0,36.583,48574.456,864.099,20099.9,0,3918153,29,6411868,0,0,0,0,0,0,0,0,0,0,0,1060,5320,8.266,41.486,44,516,609.202,50.486,101988.008,0,1,0,1,1,0,0,0,5.02,328.073,268.945,616.772,1060,53,22843,266,288610,8192,-1,52,32,0,0,0,0,0,0,0,0,DoS GoldenEye
80,57808816,5,9,1065,1656,1152,12,213.0,396.243,1327,6,184.0,152.974,47.069,0.242,4129201.143,0,45664085,4001,57808816,0,0,0,0,0,0,0,0,0,0,0,100,180,0.086,0.156,16,457,125.31,462.46,140680.082,0,0,0,1,1,0,0,0,1.8,94.578,546.811,806.997,100,5,1065,9,1656,8192,229,4,20,0,0,0,0,0,0,0,0,BENIGN
123,17052977,43,43,3913,17974,132,4,91.0,45.155,699,15,418.0,21.503,1283.471,5.043,198290.43,0,9001059,2850,17052977,0,0,0,0,0,0,0,0,0,0,0,860,860,2.522,2.522,10,811,389.718,413.747,40450.094,0,0,0,1,1,0,0,0,1.0,194.499,153.54,507.753,860,43,3913,43,17974,65535,229,42,20,0,0,0,0,0,0,0,0,BENIGN
80,34987746,46,7,12650,5733,1415,14,275.0,1.449,126,22,819.0,33.683,525.413,1.515,660146.151,0,20537570,4834,34987746,0,0,0,0,0,0,0,0,0,0,0,920,140,1.315,0.2,20,1204,783.995,294.113,242337.344,0,0,0,1,0,0,0,0,0.15,486.115,455.351,330.155,920,46,12650,7,5733,29200,235,45,20,0,0,0,0,0,0,0,0,BENIGN
8080,88520141,33,8,35343,680,920,38,1071.0,74.175,1129,18,85.0,110.316,406.947,0.463,2159027.829,0,84339785,3652,88520141,0,0,0,0,0,0,0,0,0,0,0,660,160,0.373,0.09,49,827,484.958,124.481,231401.49,0,0,0,1,1,0,0,0,0.24,292.043,753.817,67.384,660,33,35343,8,680,29200,65535,32,32,0,0,0,0,0,0,0,0,BENIGN
8080,28577315,47,28,36331,18676,776,5,773.0,301.885,1379,13,667.0,330.413,1924.848,2.624,381030.867,0,26319835,3540,28577315,0,0,0,0,0,0,0,0,0,0,0,940,560,1.645,0.98,41,1444,259.996,183.224,4189.816,0,0,0,1,0,0,0,0,0.6,350.128,67.832,867.303,940,47,36331,28,18676,29200,229,46,32,0,0,0,0,0,0,0,0,BENIGN
80,14571537,47,50,19740,51900,796,12,420.0,107.943,1037,2,1038.0,284.824,4916.434,6.657,150222.031,0,5685589,3441,14571537,0,0,0,0,0,0,0,0,0,0,0,940,1000,3.225,3.431,55,959,288.173,77.693,38478.464,0,0,0,0,0,0,0,0,1.06,342.912,92.173,620.214,940,47,19740,50,51900,8192,235,46,20,0,0,0,0,0,0,0,0,BENIGN
